"spec","long","lat","bio1","bio12","bio15","bio16","bio18","bio5","bio6","bio8"
"variegata_75",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_75",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_75",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_75",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_75",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_75",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_75",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_75",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"cryptantha_75",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_75",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_75",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"cryptantha_75",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_75",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_75",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_75",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_75",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_75",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_76",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_76",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_76",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_76",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_76",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"cryptantha_76",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_76",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"cryptantha_76",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_76",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_76",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"cryptantha_76",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_76",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_76",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_76",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_76",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_76",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_76",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_76",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_76",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_76",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_76",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"cryptantha_76",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_76",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_76",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_76",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_76",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_76",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_76",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_76",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_76",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_76",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_76",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_76",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_76",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_76",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_76",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_76",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_76",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_76",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_76",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_76",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_76",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_76",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_76",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_76",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_76",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"variegata_76",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_76",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"cryptantha_76",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_76",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_76",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"cryptantha_76",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"cryptantha_77",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_77",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_77",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_77",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_77",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_77",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_77",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_77",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_77",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_77",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_77",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_77",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"cryptantha_77",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_77",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_77",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_77",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"cryptantha_77",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_77",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_77",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_77",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_77",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_77",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_77",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_77",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_77",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_77",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_77",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"cryptantha_77",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_77",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_77",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_77",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_77",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_77",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_77",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_77",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"cryptantha_77",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_77",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_77",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_77",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_77",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_77",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_77",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_77",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_77",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_77",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_77",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"variegata_77",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"cryptantha_77",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_77",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_77",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_77",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_77",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_78",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_78",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_78",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_78",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_78",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_78",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_78",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_78",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_78",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_78",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_78",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_78",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_78",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_78",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_78",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_78",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_78",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_78",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_78",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_78",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_78",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"cryptantha_78",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_78",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_78",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"cryptantha_78",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_78",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"cryptantha_78",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_78",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_78",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_78",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_78",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_78",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_78",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_78",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"cryptantha_78",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_78",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_78",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_78",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_78",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_78",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_78",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_78",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_78",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_78",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_78",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_78",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"variegata_78",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"cryptantha_78",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_78",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_78",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"cryptantha_78",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_78",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_79",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_79",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"cryptantha_79",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_79",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_79",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_79",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_79",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_79",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_79",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_79",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_79",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_79",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_79",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_79",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_79",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_79",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_79",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_79",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_79",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_79",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_79",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"cryptantha_79",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_79",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_79",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_79",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_79",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_79",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"cryptantha_79",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_79",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"cryptantha_79",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_79",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_79",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_79",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_79",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_79",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_79",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"cryptantha_79",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_79",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_79",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_79",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"cryptantha_79",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_79",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_79",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_79",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_79",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_79",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"variegata_79",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_79",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_79",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_79",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_79",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_79",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_80",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"cryptantha_80",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_80",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_80",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_80",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_80",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_80",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_80",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_80",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_80",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_80",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_80",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_80",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"cryptantha_80",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_80",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_80",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_80",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_80",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_80",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_80",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_80",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_80",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_80",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_80",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_80",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_80",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_80",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_80",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_80",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_80",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_80",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_80",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"cryptantha_80",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"cryptantha_80",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_80",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_80",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_80",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_80",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_80",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_80",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_80",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_80",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"cryptantha_80",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_80",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"cryptantha_80",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_80",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"variegata_80",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_80",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_80",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_80",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_80",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_80",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_81",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_81",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_81",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_81",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_81",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_81",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_81",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_81",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_81",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_81",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_81",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_81",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_81",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"cryptantha_81",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_81",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_81",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_81",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_81",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_81",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_81",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_81",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_81",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_81",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_81",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_81",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_81",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_81",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_81",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_81",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_81",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_81",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_81",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_81",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_81",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"cryptantha_81",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_81",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_81",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"cryptantha_81",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_81",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_81",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"cryptantha_81",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_81",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_81",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_81",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_81",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_81",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"cryptantha_81",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_81",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_81",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"cryptantha_81",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_81",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_81",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_82",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_82",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_82",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_82",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_82",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_82",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_82",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"cryptantha_82",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_82",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"cryptantha_82",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_82",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_82",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_82",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_82",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_82",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_82",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"cryptantha_82",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_82",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_82",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_82",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"cryptantha_82",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_82",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"cryptantha_82",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_82",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_82",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_82",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_82",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_82",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_82",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_82",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_82",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_82",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_82",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_82",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_82",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_82",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_82",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_82",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_82",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_82",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_82",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_82",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_82",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_82",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_82",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_82",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"variegata_82",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_82",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"cryptantha_82",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_82",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_82",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_82",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_83",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_83",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"cryptantha_83",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_83",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_83",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
